# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Wed Jul 17 04:30:35 2024
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total C2H2
1.500095000e+00 9.99999e-01 9.99999e-01
1.500096000e+00 9.99999e-01 9.99999e-01
1.500097000e+00 9.99998e-01 9.99998e-01
1.500098000e+00 9.99998e-01 9.99998e-01
1.500099000e+00 9.99998e-01 9.99998e-01
1.500100000e+00 9.99998e-01 9.99998e-01
1.500101000e+00 9.99998e-01 9.99998e-01
1.500102000e+00 9.99998e-01 9.99998e-01
1.500103000e+00 9.99998e-01 9.99998e-01
1.500104000e+00 9.99998e-01 9.99998e-01
1.500105000e+00 9.99997e-01 9.99997e-01
1.500106000e+00 9.99997e-01 9.99997e-01
1.500107000e+00 9.99997e-01 9.99997e-01
1.500108000e+00 9.99997e-01 9.99997e-01
1.500109000e+00 9.99996e-01 9.99996e-01
1.500110000e+00 9.99996e-01 9.99996e-01
1.500111000e+00 9.99996e-01 9.99996e-01
1.500112000e+00 9.99995e-01 9.99995e-01
1.500113000e+00 9.99995e-01 9.99995e-01
1.500114000e+00 9.99995e-01 9.99995e-01
1.500115000e+00 9.99994e-01 9.99994e-01
1.500116000e+00 9.99994e-01 9.99994e-01
1.500117000e+00 9.99993e-01 9.99993e-01
1.500118000e+00 9.99993e-01 9.99993e-01
1.500119000e+00 9.99993e-01 9.99993e-01
1.500120000e+00 9.99992e-01 9.99992e-01
1.500121000e+00 9.99992e-01 9.99992e-01
1.500122000e+00 9.99992e-01 9.99992e-01
1.500123000e+00 9.99992e-01 9.99992e-01
1.500124000e+00 9.99991e-01 9.99991e-01
1.500125000e+00 9.99992e-01 9.99992e-01
1.500126000e+00 9.99992e-01 9.99992e-01
1.500127000e+00 9.99992e-01 9.99992e-01
1.500128000e+00 9.99992e-01 9.99992e-01
1.500129000e+00 9.99993e-01 9.99993e-01
1.500130000e+00 9.99993e-01 9.99993e-01
1.500131000e+00 9.99993e-01 9.99993e-01
1.500132000e+00 9.99994e-01 9.99994e-01
1.500133000e+00 9.99994e-01 9.99994e-01
1.500134000e+00 9.99995e-01 9.99995e-01
1.500135000e+00 9.99995e-01 9.99995e-01
1.500136000e+00 9.99995e-01 9.99995e-01
1.500137000e+00 9.99996e-01 9.99996e-01
1.500138000e+00 9.99996e-01 9.99996e-01
1.500139000e+00 9.99996e-01 9.99996e-01
1.500140000e+00 9.99997e-01 9.99997e-01
1.500141000e+00 9.99997e-01 9.99997e-01
1.500142000e+00 9.99997e-01 9.99997e-01
1.500143000e+00 9.99997e-01 9.99997e-01
1.500144000e+00 9.99997e-01 9.99997e-01
1.500145000e+00 9.99998e-01 9.99998e-01
1.500146000e+00 9.99998e-01 9.99998e-01
1.500147000e+00 9.99998e-01 9.99998e-01
1.500148000e+00 9.99998e-01 9.99998e-01
1.500149000e+00 9.99998e-01 9.99998e-01
1.500150000e+00 9.99998e-01 9.99998e-01
1.500151000e+00 9.99998e-01 9.99998e-01
1.500152000e+00 9.99998e-01 9.99998e-01
1.500153000e+00 9.99999e-01 9.99999e-01
1.500154000e+00 9.99999e-01 9.99999e-01
1.500155000e+00 9.99999e-01 9.99999e-01
1.500156000e+00 9.99999e-01 9.99999e-01
1.500157000e+00 9.99999e-01 9.99999e-01
1.500158000e+00 9.99999e-01 9.99999e-01
1.500159000e+00 9.99999e-01 9.99999e-01
1.500160000e+00 9.99999e-01 9.99999e-01
1.500161000e+00 9.99999e-01 9.99999e-01
1.500162000e+00 9.99999e-01 9.99999e-01
1.500163000e+00 9.99999e-01 9.99999e-01
1.500164000e+00 9.99999e-01 9.99999e-01
1.500165000e+00 9.99999e-01 9.99999e-01
1.500166000e+00 9.99999e-01 9.99999e-01
1.500167000e+00 9.99999e-01 9.99999e-01
1.500168000e+00 9.99999e-01 9.99999e-01
1.500169000e+00 9.99999e-01 9.99999e-01
1.500170000e+00 9.99999e-01 9.99999e-01
1.500171000e+00 9.99999e-01 9.99999e-01
1.500172000e+00 9.99999e-01 9.99999e-01
1.500173000e+00 9.99999e-01 9.99999e-01
1.500174000e+00 9.99999e-01 9.99999e-01
1.500175000e+00 9.99999e-01 9.99999e-01
1.500176000e+00 9.99999e-01 9.99999e-01
1.500177000e+00 1.00000e+00 1.00000e+00
1.500178000e+00 1.00000e+00 1.00000e+00
1.500179000e+00 1.00000e+00 1.00000e+00
1.500180000e+00 1.00000e+00 1.00000e+00
1.500181000e+00 1.00000e+00 1.00000e+00
1.500182000e+00 1.00000e+00 1.00000e+00
1.500183000e+00 1.00000e+00 1.00000e+00
1.500184000e+00 1.00000e+00 1.00000e+00
1.500185000e+00 1.00000e+00 1.00000e+00
1.500186000e+00 1.00000e+00 1.00000e+00
1.500187000e+00 1.00000e+00 1.00000e+00
1.500188000e+00 1.00000e+00 1.00000e+00
1.500189000e+00 1.00000e+00 1.00000e+00
1.500190000e+00 1.00000e+00 1.00000e+00
1.500191000e+00 1.00000e+00 1.00000e+00
1.500192000e+00 1.00000e+00 1.00000e+00
1.500193000e+00 1.00000e+00 1.00000e+00
1.500194000e+00 1.00000e+00 1.00000e+00
1.500195000e+00 1.00000e+00 1.00000e+00
1.500196000e+00 1.00000e+00 1.00000e+00
1.500197000e+00 1.00000e+00 1.00000e+00
1.500198000e+00 1.00000e+00 1.00000e+00
1.500199000e+00 1.00000e+00 1.00000e+00
1.500200000e+00 1.00000e+00 1.00000e+00
1.500201000e+00 1.00000e+00 1.00000e+00
1.500202000e+00 1.00000e+00 1.00000e+00
1.500203000e+00 1.00000e+00 1.00000e+00
1.500204000e+00 1.00000e+00 1.00000e+00
1.500205000e+00 1.00000e+00 1.00000e+00
1.500206000e+00 1.00000e+00 1.00000e+00
1.500207000e+00 1.00000e+00 1.00000e+00
1.500208000e+00 1.00000e+00 1.00000e+00
1.500209000e+00 1.00000e+00 1.00000e+00
1.500210000e+00 1.00000e+00 1.00000e+00
1.500211000e+00 1.00000e+00 1.00000e+00
1.500212000e+00 1.00000e+00 1.00000e+00
1.500213000e+00 1.00000e+00 1.00000e+00
1.500214000e+00 1.00000e+00 1.00000e+00
1.500215000e+00 1.00000e+00 1.00000e+00
1.500216000e+00 1.00000e+00 1.00000e+00
1.500217000e+00 1.00000e+00 1.00000e+00
1.500218000e+00 1.00000e+00 1.00000e+00
1.500219000e+00 1.00000e+00 1.00000e+00
1.500220000e+00 1.00000e+00 1.00000e+00
1.500221000e+00 1.00000e+00 1.00000e+00
1.500222000e+00 1.00000e+00 1.00000e+00
1.500223000e+00 1.00000e+00 1.00000e+00
1.500224000e+00 1.00000e+00 1.00000e+00
1.500225000e+00 1.00000e+00 1.00000e+00
1.500226000e+00 1.00000e+00 1.00000e+00
1.500227000e+00 1.00000e+00 1.00000e+00
1.500228000e+00 1.00000e+00 1.00000e+00
1.500229000e+00 1.00000e+00 1.00000e+00
1.500230000e+00 1.00000e+00 1.00000e+00
1.500231000e+00 1.00000e+00 1.00000e+00
1.500232000e+00 1.00000e+00 1.00000e+00
1.500233000e+00 1.00000e+00 1.00000e+00
1.500234000e+00 1.00000e+00 1.00000e+00
1.500235000e+00 1.00000e+00 1.00000e+00
1.500236000e+00 1.00000e+00 1.00000e+00
1.500237000e+00 1.00000e+00 1.00000e+00
1.500238000e+00 1.00000e+00 1.00000e+00
1.500239000e+00 1.00000e+00 1.00000e+00
1.500240000e+00 1.00000e+00 1.00000e+00
1.500241000e+00 1.00000e+00 1.00000e+00
1.500242000e+00 1.00000e+00 1.00000e+00
1.500243000e+00 1.00000e+00 1.00000e+00
1.500244000e+00 1.00000e+00 1.00000e+00
1.500245000e+00 1.00000e+00 1.00000e+00
1.500246000e+00 1.00000e+00 1.00000e+00
1.500247000e+00 1.00000e+00 1.00000e+00
1.500248000e+00 1.00000e+00 1.00000e+00
1.500249000e+00 1.00000e+00 1.00000e+00
1.500250000e+00 1.00000e+00 1.00000e+00
1.500251000e+00 1.00000e+00 1.00000e+00
1.500252000e+00 1.00000e+00 1.00000e+00
1.500253000e+00 1.00000e+00 1.00000e+00
1.500254000e+00 1.00000e+00 1.00000e+00
1.500255000e+00 1.00000e+00 1.00000e+00
1.500256000e+00 1.00000e+00 1.00000e+00
1.500257000e+00 1.00000e+00 1.00000e+00
1.500258000e+00 1.00000e+00 1.00000e+00
1.500259000e+00 1.00000e+00 1.00000e+00
1.500260000e+00 1.00000e+00 1.00000e+00
1.500261000e+00 1.00000e+00 1.00000e+00
1.500262000e+00 1.00000e+00 1.00000e+00
1.500263000e+00 1.00000e+00 1.00000e+00
1.500264000e+00 1.00000e+00 1.00000e+00
1.500265000e+00 1.00000e+00 1.00000e+00
1.500266000e+00 1.00000e+00 1.00000e+00
1.500267000e+00 1.00000e+00 1.00000e+00
1.500268000e+00 1.00000e+00 1.00000e+00
1.500269000e+00 1.00000e+00 1.00000e+00
1.500270000e+00 1.00000e+00 1.00000e+00
1.500271000e+00 1.00000e+00 1.00000e+00
1.500272000e+00 1.00000e+00 1.00000e+00
1.500273000e+00 1.00000e+00 1.00000e+00
1.500274000e+00 1.00000e+00 1.00000e+00
1.500275000e+00 1.00000e+00 1.00000e+00
1.500276000e+00 1.00000e+00 1.00000e+00
1.500277000e+00 1.00000e+00 1.00000e+00
1.500278000e+00 1.00000e+00 1.00000e+00
1.500279000e+00 1.00000e+00 1.00000e+00
1.500280000e+00 1.00000e+00 1.00000e+00
1.500281000e+00 1.00000e+00 1.00000e+00
1.500282000e+00 1.00000e+00 1.00000e+00
1.500283000e+00 1.00000e+00 1.00000e+00
1.500284000e+00 1.00000e+00 1.00000e+00
1.500285000e+00 1.00000e+00 1.00000e+00
1.500286000e+00 1.00000e+00 1.00000e+00
1.500287000e+00 1.00000e+00 1.00000e+00
1.500288000e+00 1.00000e+00 1.00000e+00
1.500289000e+00 1.00000e+00 1.00000e+00
1.500290000e+00 1.00000e+00 1.00000e+00
1.500291000e+00 1.00000e+00 1.00000e+00
1.500292000e+00 1.00000e+00 1.00000e+00
1.500293000e+00 1.00000e+00 1.00000e+00
1.500294000e+00 1.00000e+00 1.00000e+00
1.500295000e+00 1.00000e+00 1.00000e+00
1.500296000e+00 1.00000e+00 1.00000e+00
1.500297000e+00 1.00000e+00 1.00000e+00
1.500298000e+00 1.00000e+00 1.00000e+00
1.500299000e+00 1.00000e+00 1.00000e+00
1.500300000e+00 1.00000e+00 1.00000e+00
1.500301000e+00 1.00000e+00 1.00000e+00
1.500302000e+00 1.00000e+00 1.00000e+00
1.500303000e+00 1.00000e+00 1.00000e+00
1.500304000e+00 1.00000e+00 1.00000e+00
1.500305000e+00 1.00000e+00 1.00000e+00
1.500306000e+00 1.00000e+00 1.00000e+00
1.500307000e+00 1.00000e+00 1.00000e+00
1.500308000e+00 1.00000e+00 1.00000e+00
1.500309000e+00 1.00000e+00 1.00000e+00
1.500310000e+00 1.00000e+00 1.00000e+00
1.500311000e+00 1.00000e+00 1.00000e+00
1.500312000e+00 1.00000e+00 1.00000e+00
1.500313000e+00 1.00000e+00 1.00000e+00
1.500314000e+00 1.00000e+00 1.00000e+00
1.500315000e+00 1.00000e+00 1.00000e+00
1.500316000e+00 1.00000e+00 1.00000e+00
1.500317000e+00 1.00000e+00 1.00000e+00
1.500318000e+00 1.00000e+00 1.00000e+00
1.500319000e+00 1.00000e+00 1.00000e+00
1.500320000e+00 1.00000e+00 1.00000e+00
1.500321000e+00 1.00000e+00 1.00000e+00
1.500322000e+00 1.00000e+00 1.00000e+00
1.500323000e+00 1.00000e+00 1.00000e+00
1.500324000e+00 1.00000e+00 1.00000e+00
1.500325000e+00 1.00000e+00 1.00000e+00
1.500326000e+00 1.00000e+00 1.00000e+00
1.500327000e+00 1.00000e+00 1.00000e+00
1.500328000e+00 1.00000e+00 1.00000e+00
1.500329000e+00 1.00000e+00 1.00000e+00
1.500330000e+00 1.00000e+00 1.00000e+00
1.500331000e+00 1.00000e+00 1.00000e+00
1.500332000e+00 1.00000e+00 1.00000e+00
1.500333000e+00 1.00000e+00 1.00000e+00
1.500334000e+00 1.00000e+00 1.00000e+00
1.500335000e+00 1.00000e+00 1.00000e+00
1.500336000e+00 1.00000e+00 1.00000e+00
1.500337000e+00 1.00000e+00 1.00000e+00
1.500338000e+00 1.00000e+00 1.00000e+00
1.500339000e+00 1.00000e+00 1.00000e+00
1.500340000e+00 1.00000e+00 1.00000e+00
1.500341000e+00 1.00000e+00 1.00000e+00
1.500342000e+00 1.00000e+00 1.00000e+00
1.500343000e+00 1.00000e+00 1.00000e+00
1.500344000e+00 1.00000e+00 1.00000e+00
1.500345000e+00 1.00000e+00 1.00000e+00
1.500346000e+00 1.00000e+00 1.00000e+00
1.500347000e+00 1.00000e+00 1.00000e+00
1.500348000e+00 1.00000e+00 1.00000e+00
1.500349000e+00 1.00000e+00 1.00000e+00
1.500350000e+00 1.00000e+00 1.00000e+00
1.500351000e+00 1.00000e+00 1.00000e+00
1.500352000e+00 1.00000e+00 1.00000e+00
1.500353000e+00 1.00000e+00 1.00000e+00
1.500354000e+00 1.00000e+00 1.00000e+00
1.500355000e+00 1.00000e+00 1.00000e+00
1.500356000e+00 1.00000e+00 1.00000e+00
1.500357000e+00 1.00000e+00 1.00000e+00
1.500358000e+00 1.00000e+00 1.00000e+00
1.500359000e+00 1.00000e+00 1.00000e+00
1.500360000e+00 1.00000e+00 1.00000e+00
1.500361000e+00 1.00000e+00 1.00000e+00
1.500362000e+00 1.00000e+00 1.00000e+00
1.500363000e+00 1.00000e+00 1.00000e+00
1.500364000e+00 1.00000e+00 1.00000e+00
1.500365000e+00 1.00000e+00 1.00000e+00
1.500366000e+00 1.00000e+00 1.00000e+00
1.500367000e+00 1.00000e+00 1.00000e+00
1.500368000e+00 1.00000e+00 1.00000e+00
1.500369000e+00 1.00000e+00 1.00000e+00
1.500370000e+00 1.00000e+00 1.00000e+00
1.500371000e+00 1.00000e+00 1.00000e+00
1.500372000e+00 1.00000e+00 1.00000e+00
1.500373000e+00 1.00000e+00 1.00000e+00
1.500374000e+00 1.00000e+00 1.00000e+00
1.500375000e+00 1.00000e+00 1.00000e+00
1.500376000e+00 1.00000e+00 1.00000e+00
1.500377000e+00 1.00000e+00 1.00000e+00
1.500378000e+00 1.00000e+00 1.00000e+00
1.500379000e+00 1.00000e+00 1.00000e+00
1.500380000e+00 1.00000e+00 1.00000e+00
1.500381000e+00 1.00000e+00 1.00000e+00
1.500382000e+00 1.00000e+00 1.00000e+00
1.500383000e+00 1.00000e+00 1.00000e+00
1.500384000e+00 1.00000e+00 1.00000e+00
1.500385000e+00 1.00000e+00 1.00000e+00
1.500386000e+00 1.00000e+00 1.00000e+00
1.500387000e+00 1.00000e+00 1.00000e+00
1.500388000e+00 1.00000e+00 1.00000e+00
1.500389000e+00 1.00000e+00 1.00000e+00
1.500390000e+00 1.00000e+00 1.00000e+00
1.500391000e+00 1.00000e+00 1.00000e+00
1.500392000e+00 1.00000e+00 1.00000e+00
1.500393000e+00 1.00000e+00 1.00000e+00
1.500394000e+00 1.00000e+00 1.00000e+00
1.500395000e+00 1.00000e+00 1.00000e+00
1.500396000e+00 1.00000e+00 1.00000e+00
1.500397000e+00 1.00000e+00 1.00000e+00
1.500398000e+00 1.00000e+00 1.00000e+00
1.500399000e+00 1.00000e+00 1.00000e+00
1.500400000e+00 1.00000e+00 1.00000e+00
1.500401000e+00 1.00000e+00 1.00000e+00
1.500402000e+00 1.00000e+00 1.00000e+00
1.500403000e+00 1.00000e+00 1.00000e+00
1.500404000e+00 1.00000e+00 1.00000e+00
1.500405000e+00 1.00000e+00 1.00000e+00
1.500406000e+00 1.00000e+00 1.00000e+00
1.500407000e+00 1.00000e+00 1.00000e+00
1.500408000e+00 1.00000e+00 1.00000e+00
1.500409000e+00 1.00000e+00 1.00000e+00
1.500410000e+00 1.00000e+00 1.00000e+00
1.500411000e+00 1.00000e+00 1.00000e+00
1.500412000e+00 1.00000e+00 1.00000e+00
1.500413000e+00 1.00000e+00 1.00000e+00
1.500414000e+00 1.00000e+00 1.00000e+00
1.500415000e+00 1.00000e+00 1.00000e+00
1.500416000e+00 1.00000e+00 1.00000e+00
1.500417000e+00 1.00000e+00 1.00000e+00
1.500418000e+00 1.00000e+00 1.00000e+00
1.500419000e+00 1.00000e+00 1.00000e+00
1.500420000e+00 1.00000e+00 1.00000e+00
1.500421000e+00 1.00000e+00 1.00000e+00
1.500422000e+00 1.00000e+00 1.00000e+00
1.500423000e+00 1.00000e+00 1.00000e+00
1.500424000e+00 1.00000e+00 1.00000e+00
1.500425000e+00 1.00000e+00 1.00000e+00
1.500426000e+00 1.00000e+00 1.00000e+00
1.500427000e+00 1.00000e+00 1.00000e+00
1.500428000e+00 1.00000e+00 1.00000e+00
1.500429000e+00 1.00000e+00 1.00000e+00
1.500430000e+00 1.00000e+00 1.00000e+00
1.500431000e+00 1.00000e+00 1.00000e+00
1.500432000e+00 1.00000e+00 1.00000e+00
1.500433000e+00 1.00000e+00 1.00000e+00
1.500434000e+00 1.00000e+00 1.00000e+00
1.500435000e+00 1.00000e+00 1.00000e+00
1.500436000e+00 1.00000e+00 1.00000e+00
1.500437000e+00 1.00000e+00 1.00000e+00
1.500438000e+00 1.00000e+00 1.00000e+00
1.500439000e+00 1.00000e+00 1.00000e+00
1.500440000e+00 1.00000e+00 1.00000e+00
1.500441000e+00 1.00000e+00 1.00000e+00
1.500442000e+00 1.00000e+00 1.00000e+00
1.500443000e+00 1.00000e+00 1.00000e+00
1.500444000e+00 1.00000e+00 1.00000e+00
1.500445000e+00 1.00000e+00 1.00000e+00
1.500446000e+00 1.00000e+00 1.00000e+00
1.500447000e+00 1.00000e+00 1.00000e+00
1.500448000e+00 1.00000e+00 1.00000e+00
1.500449000e+00 1.00000e+00 1.00000e+00
1.500450000e+00 1.00000e+00 1.00000e+00
1.500451000e+00 1.00000e+00 1.00000e+00
1.500452000e+00 1.00000e+00 1.00000e+00
1.500453000e+00 1.00000e+00 1.00000e+00
1.500454000e+00 1.00000e+00 1.00000e+00
1.500455000e+00 1.00000e+00 1.00000e+00
1.500456000e+00 1.00000e+00 1.00000e+00
1.500457000e+00 1.00000e+00 1.00000e+00
1.500458000e+00 1.00000e+00 1.00000e+00
1.500459000e+00 1.00000e+00 1.00000e+00
1.500460000e+00 1.00000e+00 1.00000e+00
1.500461000e+00 1.00000e+00 1.00000e+00
1.500462000e+00 1.00000e+00 1.00000e+00
1.500463000e+00 1.00000e+00 1.00000e+00
1.500464000e+00 1.00000e+00 1.00000e+00
1.500465000e+00 1.00000e+00 1.00000e+00
1.500466000e+00 1.00000e+00 1.00000e+00
1.500467000e+00 1.00000e+00 1.00000e+00
1.500468000e+00 1.00000e+00 1.00000e+00
1.500469000e+00 1.00000e+00 1.00000e+00
1.500470000e+00 1.00000e+00 1.00000e+00
1.500471000e+00 1.00000e+00 1.00000e+00
1.500472000e+00 1.00000e+00 1.00000e+00
1.500473000e+00 1.00000e+00 1.00000e+00
1.500474000e+00 1.00000e+00 1.00000e+00
1.500475000e+00 1.00000e+00 1.00000e+00
1.500476000e+00 1.00000e+00 1.00000e+00
1.500477000e+00 1.00000e+00 1.00000e+00
1.500478000e+00 1.00000e+00 1.00000e+00
1.500479000e+00 1.00000e+00 1.00000e+00
1.500480000e+00 1.00000e+00 1.00000e+00
1.500481000e+00 1.00000e+00 1.00000e+00
1.500482000e+00 1.00000e+00 1.00000e+00
1.500483000e+00 1.00000e+00 1.00000e+00
1.500484000e+00 1.00000e+00 1.00000e+00
1.500485000e+00 1.00000e+00 1.00000e+00
1.500486000e+00 1.00000e+00 1.00000e+00
1.500487000e+00 1.00000e+00 1.00000e+00
1.500488000e+00 1.00000e+00 1.00000e+00
1.500489000e+00 1.00000e+00 1.00000e+00
1.500490000e+00 1.00000e+00 1.00000e+00
1.500491000e+00 1.00000e+00 1.00000e+00
1.500492000e+00 1.00000e+00 1.00000e+00
1.500493000e+00 1.00000e+00 1.00000e+00
1.500494000e+00 1.00000e+00 1.00000e+00
1.500495000e+00 1.00000e+00 1.00000e+00
1.500496000e+00 1.00000e+00 1.00000e+00
1.500497000e+00 1.00000e+00 1.00000e+00
1.500498000e+00 1.00000e+00 1.00000e+00
1.500499000e+00 1.00000e+00 1.00000e+00
1.500500000e+00 1.00000e+00 1.00000e+00
1.500501000e+00 1.00000e+00 1.00000e+00
1.500502000e+00 1.00000e+00 1.00000e+00
1.500503000e+00 1.00000e+00 1.00000e+00
1.500504000e+00 1.00000e+00 1.00000e+00
1.500505000e+00 1.00000e+00 1.00000e+00
1.500506000e+00 1.00000e+00 1.00000e+00
1.500507000e+00 1.00000e+00 1.00000e+00
1.500508000e+00 1.00000e+00 1.00000e+00
1.500509000e+00 1.00000e+00 1.00000e+00
1.500510000e+00 1.00000e+00 1.00000e+00
1.500511000e+00 1.00000e+00 1.00000e+00
1.500512000e+00 1.00000e+00 1.00000e+00
1.500513000e+00 1.00000e+00 1.00000e+00
1.500514000e+00 1.00000e+00 1.00000e+00
1.500515000e+00 1.00000e+00 1.00000e+00
1.500516000e+00 1.00000e+00 1.00000e+00
1.500517000e+00 1.00000e+00 1.00000e+00
1.500518000e+00 1.00000e+00 1.00000e+00
1.500519000e+00 1.00000e+00 1.00000e+00
1.500520000e+00 1.00000e+00 1.00000e+00
1.500521000e+00 1.00000e+00 1.00000e+00
1.500522000e+00 1.00000e+00 1.00000e+00
1.500523000e+00 1.00000e+00 1.00000e+00
1.500524000e+00 1.00000e+00 1.00000e+00
1.500525000e+00 1.00000e+00 1.00000e+00
1.500526000e+00 1.00000e+00 1.00000e+00
1.500527000e+00 1.00000e+00 1.00000e+00
1.500528000e+00 1.00000e+00 1.00000e+00
1.500529000e+00 1.00000e+00 1.00000e+00
1.500530000e+00 1.00000e+00 1.00000e+00
1.500531000e+00 1.00000e+00 1.00000e+00
1.500532000e+00 1.00000e+00 1.00000e+00
1.500533000e+00 1.00000e+00 1.00000e+00
1.500534000e+00 1.00000e+00 1.00000e+00
1.500535000e+00 1.00000e+00 1.00000e+00
1.500536000e+00 1.00000e+00 1.00000e+00
1.500537000e+00 1.00000e+00 1.00000e+00
1.500538000e+00 1.00000e+00 1.00000e+00
1.500539000e+00 1.00000e+00 1.00000e+00
1.500540000e+00 1.00000e+00 1.00000e+00
